	index	book.type	book.value	article.type	article.value	linkCount.datatype	linkCount.type	linkCount.value	gndId.type	gndId.value	publicationDate.datatype	publicationDate.type	publicationDate.value	bookLabel.xml:lang	bookLabel.type	bookLabel.value	authorLabel.xml:lang	authorLabel.type	authorLabel.value	languageLabel.xml:lang	languageLabel.type	languageLabel.value
1179	2	uri	http://www.wikidata.org/entity/Q17069922	uri	https://en.wikipedia.org/wiki/The_Lives_of_Things	http://www.w3.org/2001/XMLSchema#integer	literal	1			http://www.w3.org/2001/XMLSchema#dateTime	literal	2012-01-01T00:00:00Z	en	literal	The Lives of Things	en	literal	José Saramago	en	literal	English
1180	3	uri	http://www.wikidata.org/entity/Q826428	uri	https://en.wikipedia.org/wiki/Blindness_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	32			http://www.w3.org/2001/XMLSchema#dateTime	literal	1995-01-01T00:00:00Z	en	literal	Blindness	en	literal	José Saramago	en	literal	Portuguese
1181	4	uri	http://www.wikidata.org/entity/Q826428	uri	https://en.wikipedia.org/wiki/Blindness_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	32			http://www.w3.org/2001/XMLSchema#dateTime	literal	1995-01-01T00:00:00Z	en	literal	Blindness	en	literal	José Saramago	en	literal	Portuguese
1182	5	uri	http://www.wikidata.org/entity/Q1170919	uri	https://en.wikipedia.org/wiki/The_Cave_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	9			http://www.w3.org/2001/XMLSchema#dateTime	literal	2000-01-01T00:00:00Z	en	literal	The Cave	en	literal	José Saramago	en	literal	Portuguese
1183	6	uri	http://www.wikidata.org/entity/Q1170919	uri	https://en.wikipedia.org/wiki/The_Cave_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	9			http://www.w3.org/2001/XMLSchema#dateTime	literal	2000-01-01T00:00:00Z	en	literal	The Cave	en	literal	José Saramago	en	literal	Portuguese
1184	7	uri	http://www.wikidata.org/entity/Q1170919	uri	https://en.wikipedia.org/wiki/The_Cave_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	9			http://www.w3.org/2001/XMLSchema#dateTime	literal	2000-01-01T00:00:00Z	en	literal	The Cave	en	literal	José Saramago	en	literal	Portuguese
1185	8	uri	http://www.wikidata.org/entity/Q1171599	uri	https://en.wikipedia.org/wiki/The_Stone_Raft	http://www.w3.org/2001/XMLSchema#integer	literal	8			http://www.w3.org/2001/XMLSchema#dateTime	literal	1986-01-01T00:00:00Z	en	literal	The Stone Raft	en	literal	José Saramago	en	literal	Portuguese
1186	9	uri	http://www.wikidata.org/entity/Q1192973	uri	https://en.wikipedia.org/wiki/The_Double_(Saramago_novel)	http://www.w3.org/2001/XMLSchema#integer	literal	11			http://www.w3.org/2001/XMLSchema#dateTime	literal	2002-01-01T00:00:00Z	en	literal	The Double	en	literal	José Saramago	en	literal	Portuguese
1187	10	uri	http://www.wikidata.org/entity/Q1215713	uri	https://en.wikipedia.org/wiki/The_Elephant%27s_Journey	http://www.w3.org/2001/XMLSchema#integer	literal	12			http://www.w3.org/2001/XMLSchema#dateTime	literal	2008-01-01T00:00:00Z	en	literal	The Elephant's Journey	en	literal	José Saramago	en	literal	Portuguese
1188	11	uri	http://www.wikidata.org/entity/Q1215713	uri	https://en.wikipedia.org/wiki/The_Elephant%27s_Journey	http://www.w3.org/2001/XMLSchema#integer	literal	12			http://www.w3.org/2001/XMLSchema#dateTime	literal	2008-01-01T00:00:00Z	en	literal	The Elephant's Journey	en	literal	José Saramago	en	literal	Portuguese
1189	12	uri	http://www.wikidata.org/entity/Q1215713	uri	https://en.wikipedia.org/wiki/The_Elephant%27s_Journey	http://www.w3.org/2001/XMLSchema#integer	literal	12			http://www.w3.org/2001/XMLSchema#dateTime	literal	2008-01-01T00:00:00Z	en	literal	The Elephant's Journey	en	literal	José Saramago	en	literal	Portuguese
1190	13	uri	http://www.wikidata.org/entity/Q1216446	uri	https://en.wikipedia.org/wiki/Seeing_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	11			http://www.w3.org/2001/XMLSchema#dateTime	literal	2004-01-01T00:00:00Z	en	literal	Seeing	en	literal	José Saramago	en	literal	Portuguese
1191	14	uri	http://www.wikidata.org/entity/Q1216446	uri	https://en.wikipedia.org/wiki/Seeing_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	11			http://www.w3.org/2001/XMLSchema#dateTime	literal	2004-01-01T00:00:00Z	en	literal	Seeing	en	literal	José Saramago	en	literal	Portuguese
1192	15	uri	http://www.wikidata.org/entity/Q1216446	uri	https://en.wikipedia.org/wiki/Seeing_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	11			http://www.w3.org/2001/XMLSchema#dateTime	literal	2004-01-01T00:00:00Z	en	literal	Seeing	en	literal	José Saramago	en	literal	Portuguese
1193	16	uri	http://www.wikidata.org/entity/Q1351463	uri	https://en.wikipedia.org/wiki/The_Gospel_According_to_Jesus_Christ	http://www.w3.org/2001/XMLSchema#integer	literal	15			http://www.w3.org/2001/XMLSchema#dateTime	literal	1991-01-01T00:00:00Z	en	literal	The Gospel According to Jesus Christ	en	literal	José Saramago	en	literal	Portuguese
1194	17	uri	http://www.wikidata.org/entity/Q2409292	uri	https://en.wikipedia.org/wiki/All_the_Names	http://www.w3.org/2001/XMLSchema#integer	literal	10			http://www.w3.org/2001/XMLSchema#dateTime	literal	1997-01-01T00:00:00Z	en	literal	All the Names	en	literal	José Saramago	en	literal	Portuguese
1195	18	uri	http://www.wikidata.org/entity/Q2436699	uri	https://en.wikipedia.org/wiki/Cain_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	7			http://www.w3.org/2001/XMLSchema#dateTime	literal	2009-01-01T00:00:00Z	en	literal	Cain	en	literal	José Saramago	en	literal	Portuguese
1196	19	uri	http://www.wikidata.org/entity/Q2510238	uri	https://en.wikipedia.org/wiki/Baltasar_and_Blimunda	http://www.w3.org/2001/XMLSchema#integer	literal	11			http://www.w3.org/2001/XMLSchema#dateTime	literal	1982-01-01T00:00:00Z	en	literal	Baltasar and Blimunda	en	literal	José Saramago	en	literal	Portuguese
1197	20	uri	http://www.wikidata.org/entity/Q2701463	uri	https://en.wikipedia.org/wiki/The_History_of_the_Siege_of_Lisbon	http://www.w3.org/2001/XMLSchema#integer	literal	7			http://www.w3.org/2001/XMLSchema#dateTime	literal	1989-01-01T00:00:00Z	en	literal	The History of the Siege of Lisbon	en	literal	José Saramago	en	literal	Portuguese
1198	21	uri	http://www.wikidata.org/entity/Q2713340	uri	https://en.wikipedia.org/wiki/Death_with_Interruptions	http://www.w3.org/2001/XMLSchema#integer	literal	14			http://www.w3.org/2001/XMLSchema#dateTime	literal	2005-01-01T00:00:00Z	en	literal	Death with Interruptions	en	literal	José Saramago	en	literal	Portuguese
1199	22	uri	http://www.wikidata.org/entity/Q2717015	uri	https://en.wikipedia.org/wiki/The_Year_of_the_Death_of_Ricardo_Reis	http://www.w3.org/2001/XMLSchema#integer	literal	10			http://www.w3.org/2001/XMLSchema#dateTime	literal	1984-01-01T00:00:00Z	en	literal	The Year of the Death of Ricardo Reis	en	literal	José Saramago	en	literal	Portuguese
1200	23	uri	http://www.wikidata.org/entity/Q3282997	uri	https://en.wikipedia.org/wiki/The_Tale_of_the_Unknown_Island	http://www.w3.org/2001/XMLSchema#integer	literal	5			http://www.w3.org/2001/XMLSchema#dateTime	literal	1997-01-01T00:00:00Z	en	literal	The Tale of the Unknown Island	en	literal	José Saramago	en	literal	Portuguese
1201	24	uri	http://www.wikidata.org/entity/Q3285207	uri	https://en.wikipedia.org/wiki/Memories_of_My_Youth	http://www.w3.org/2001/XMLSchema#integer	literal	7			http://www.w3.org/2001/XMLSchema#dateTime	literal	2007-01-01T00:00:00Z	en	literal	Memories of My Youth	en	literal	José Saramago	en	literal	Portuguese
1202	25	uri	http://www.wikidata.org/entity/Q3285227	uri	https://en.wikipedia.org/wiki/Manual_of_Painting_and_Calligraphy	http://www.w3.org/2001/XMLSchema#integer	literal	4			http://www.w3.org/2001/XMLSchema#dateTime	literal	1977-01-01T00:00:00Z	en	literal	Manual of Painting and Calligraphy	en	literal	José Saramago	en	literal	Portuguese
1203	26	uri	http://www.wikidata.org/entity/Q6296457	uri	https://en.wikipedia.org/wiki/Journey_to_Portugal	http://www.w3.org/2001/XMLSchema#integer	literal	4			http://www.w3.org/2001/XMLSchema#dateTime	literal	1981-01-01T00:00:00Z	en	literal	Journey to Portugal	en	literal	José Saramago	en	literal	Portuguese
1204	27	uri	http://www.wikidata.org/entity/Q6484172	uri	https://en.wikipedia.org/wiki/Land_of_Sin	http://www.w3.org/2001/XMLSchema#integer	literal	2			http://www.w3.org/2001/XMLSchema#dateTime	literal	1947-01-01T00:00:00Z	en	literal	Land of Sin	en	literal	José Saramago	en	literal	Portuguese
1205	28	uri	http://www.wikidata.org/entity/Q7098283	uri	https://en.wikipedia.org/wiki/Opinions_That_DL_Had	http://www.w3.org/2001/XMLSchema#integer	literal	2			http://www.w3.org/2001/XMLSchema#dateTime	literal	1974-01-01T00:00:00Z	en	literal	Opinions that DL had	en	literal	José Saramago			
1206	29	uri	http://www.wikidata.org/entity/Q7269483	uri	https://en.wikipedia.org/wiki/Quasi_Object	http://www.w3.org/2001/XMLSchema#integer	literal	2			http://www.w3.org/2001/XMLSchema#dateTime	literal	1978-01-01T00:00:00Z	en	literal	Quasi Object	en	literal	José Saramago			
1207	30	uri	http://www.wikidata.org/entity/Q7469370	uri	https://en.wikipedia.org/wiki/This_World_and_the_Other	http://www.w3.org/2001/XMLSchema#integer	literal	3			http://www.w3.org/2001/XMLSchema#dateTime	literal	1971-01-01T00:00:00Z	en	literal	Deste Mundo e do Outro	en	literal	José Saramago			
1208	31	uri	http://www.wikidata.org/entity/Q7469424	uri	https://en.wikipedia.org/wiki/The_Traveller%27s_Baggage	http://www.w3.org/2001/XMLSchema#integer	literal	2			http://www.w3.org/2001/XMLSchema#dateTime	literal	1973-01-01T00:00:00Z	en	literal	A Bagagem do Viajante	en	literal	José Saramago	en	literal	Portuguese
1209	32	uri	http://www.wikidata.org/entity/Q7469479	uri	https://en.wikipedia.org/wiki/The_Notes	http://www.w3.org/2001/XMLSchema#integer	literal	3			http://www.w3.org/2001/XMLSchema#dateTime	literal	1976-01-01T00:00:00Z	en	literal	Os Apontamentos	en	literal	José Saramago			
1210	0	uri	http://www.wikidata.org/entity/Q826428	uri	https://en.wikipedia.org/wiki/Blindness_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	32			http://www.w3.org/2001/XMLSchema#dateTime	literal	1995-01-01T00:00:00Z	en	literal	Blindness	en	literal	José Saramago	en	literal	Portuguese
1211	1	uri	http://www.wikidata.org/entity/Q826428	uri	https://en.wikipedia.org/wiki/Blindness_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	32			http://www.w3.org/2001/XMLSchema#dateTime	literal	1995-01-01T00:00:00Z	en	literal	Blindness	en	literal	José Saramago	en	literal	Portuguese
1212	2	uri	http://www.wikidata.org/entity/Q1170919	uri	https://en.wikipedia.org/wiki/The_Cave_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	9			http://www.w3.org/2001/XMLSchema#dateTime	literal	2000-01-01T00:00:00Z	en	literal	The Cave	en	literal	José Saramago	en	literal	Portuguese
1213	3	uri	http://www.wikidata.org/entity/Q1170919	uri	https://en.wikipedia.org/wiki/The_Cave_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	9			http://www.w3.org/2001/XMLSchema#dateTime	literal	2000-01-01T00:00:00Z	en	literal	The Cave	en	literal	José Saramago	en	literal	Portuguese
1214	4	uri	http://www.wikidata.org/entity/Q1170919	uri	https://en.wikipedia.org/wiki/The_Cave_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	9			http://www.w3.org/2001/XMLSchema#dateTime	literal	2000-01-01T00:00:00Z	en	literal	The Cave	en	literal	José Saramago	en	literal	Portuguese
1215	5	uri	http://www.wikidata.org/entity/Q1171599	uri	https://en.wikipedia.org/wiki/The_Stone_Raft	http://www.w3.org/2001/XMLSchema#integer	literal	8			http://www.w3.org/2001/XMLSchema#dateTime	literal	1986-01-01T00:00:00Z	en	literal	The Stone Raft	en	literal	José Saramago	en	literal	Portuguese
1216	6	uri	http://www.wikidata.org/entity/Q1192973	uri	https://en.wikipedia.org/wiki/The_Double_(Saramago_novel)	http://www.w3.org/2001/XMLSchema#integer	literal	11			http://www.w3.org/2001/XMLSchema#dateTime	literal	2002-01-01T00:00:00Z	en	literal	The Double	en	literal	José Saramago	en	literal	Portuguese
1217	7	uri	http://www.wikidata.org/entity/Q1215713	uri	https://en.wikipedia.org/wiki/The_Elephant%27s_Journey	http://www.w3.org/2001/XMLSchema#integer	literal	12			http://www.w3.org/2001/XMLSchema#dateTime	literal	2008-01-01T00:00:00Z	en	literal	The Elephant's Journey	en	literal	José Saramago	en	literal	Portuguese
1218	8	uri	http://www.wikidata.org/entity/Q1215713	uri	https://en.wikipedia.org/wiki/The_Elephant%27s_Journey	http://www.w3.org/2001/XMLSchema#integer	literal	12			http://www.w3.org/2001/XMLSchema#dateTime	literal	2008-01-01T00:00:00Z	en	literal	The Elephant's Journey	en	literal	José Saramago	en	literal	Portuguese
1219	9	uri	http://www.wikidata.org/entity/Q1215713	uri	https://en.wikipedia.org/wiki/The_Elephant%27s_Journey	http://www.w3.org/2001/XMLSchema#integer	literal	12			http://www.w3.org/2001/XMLSchema#dateTime	literal	2008-01-01T00:00:00Z	en	literal	The Elephant's Journey	en	literal	José Saramago	en	literal	Portuguese
1220	10	uri	http://www.wikidata.org/entity/Q1216446	uri	https://en.wikipedia.org/wiki/Seeing_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	11			http://www.w3.org/2001/XMLSchema#dateTime	literal	2004-01-01T00:00:00Z	en	literal	Seeing	en	literal	José Saramago	en	literal	Portuguese
1221	11	uri	http://www.wikidata.org/entity/Q1216446	uri	https://en.wikipedia.org/wiki/Seeing_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	11			http://www.w3.org/2001/XMLSchema#dateTime	literal	2004-01-01T00:00:00Z	en	literal	Seeing	en	literal	José Saramago	en	literal	Portuguese
1222	12	uri	http://www.wikidata.org/entity/Q1216446	uri	https://en.wikipedia.org/wiki/Seeing_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	11			http://www.w3.org/2001/XMLSchema#dateTime	literal	2004-01-01T00:00:00Z	en	literal	Seeing	en	literal	José Saramago	en	literal	Portuguese
1223	13	uri	http://www.wikidata.org/entity/Q1351463	uri	https://en.wikipedia.org/wiki/The_Gospel_According_to_Jesus_Christ	http://www.w3.org/2001/XMLSchema#integer	literal	15			http://www.w3.org/2001/XMLSchema#dateTime	literal	1991-01-01T00:00:00Z	en	literal	The Gospel According to Jesus Christ	en	literal	José Saramago	en	literal	Portuguese
1224	14	uri	http://www.wikidata.org/entity/Q10301815	uri	https://en.wikipedia.org/wiki/In_Nomine_Dei	http://www.w3.org/2001/XMLSchema#integer	literal	2			http://www.w3.org/2001/XMLSchema#dateTime	literal	1993-12-01T00:00:00Z	en	literal	In Nomine Dei	en	literal	José Saramago	en	literal	Portuguese
1225	15	uri	http://www.wikidata.org/entity/Q11049134	uri	https://en.wikipedia.org/wiki/Skylight_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	5			http://www.w3.org/2001/XMLSchema#dateTime	literal	2011-01-01T00:00:00Z	en	literal	Skylight	en	literal	José Saramago	en	literal	Portuguese
1226	16	uri	http://www.wikidata.org/entity/Q17069922	uri	https://en.wikipedia.org/wiki/The_Lives_of_Things	http://www.w3.org/2001/XMLSchema#integer	literal	1			http://www.w3.org/2001/XMLSchema#dateTime	literal	2012-01-01T00:00:00Z	en	literal	The Lives of Things	en	literal	José Saramago	en	literal	English
1227	17	uri	http://www.wikidata.org/entity/Q2409292	uri	https://en.wikipedia.org/wiki/All_the_Names	http://www.w3.org/2001/XMLSchema#integer	literal	10			http://www.w3.org/2001/XMLSchema#dateTime	literal	1997-01-01T00:00:00Z	en	literal	All the Names	en	literal	José Saramago	en	literal	Portuguese
1228	18	uri	http://www.wikidata.org/entity/Q2436699	uri	https://en.wikipedia.org/wiki/Cain_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	7			http://www.w3.org/2001/XMLSchema#dateTime	literal	2009-01-01T00:00:00Z	en	literal	Cain	en	literal	José Saramago	en	literal	Portuguese
1229	19	uri	http://www.wikidata.org/entity/Q2510238	uri	https://en.wikipedia.org/wiki/Baltasar_and_Blimunda	http://www.w3.org/2001/XMLSchema#integer	literal	11			http://www.w3.org/2001/XMLSchema#dateTime	literal	1982-01-01T00:00:00Z	en	literal	Baltasar and Blimunda	en	literal	José Saramago	en	literal	Portuguese
1230	20	uri	http://www.wikidata.org/entity/Q2701463	uri	https://en.wikipedia.org/wiki/The_History_of_the_Siege_of_Lisbon	http://www.w3.org/2001/XMLSchema#integer	literal	7			http://www.w3.org/2001/XMLSchema#dateTime	literal	1989-01-01T00:00:00Z	en	literal	The History of the Siege of Lisbon	en	literal	José Saramago	en	literal	Portuguese
1231	21	uri	http://www.wikidata.org/entity/Q2713340	uri	https://en.wikipedia.org/wiki/Death_with_Interruptions	http://www.w3.org/2001/XMLSchema#integer	literal	14			http://www.w3.org/2001/XMLSchema#dateTime	literal	2005-01-01T00:00:00Z	en	literal	Death with Interruptions	en	literal	José Saramago	en	literal	Portuguese
1232	22	uri	http://www.wikidata.org/entity/Q2717015	uri	https://en.wikipedia.org/wiki/The_Year_of_the_Death_of_Ricardo_Reis	http://www.w3.org/2001/XMLSchema#integer	literal	10			http://www.w3.org/2001/XMLSchema#dateTime	literal	1984-01-01T00:00:00Z	en	literal	The Year of the Death of Ricardo Reis	en	literal	José Saramago	en	literal	Portuguese
1233	23	uri	http://www.wikidata.org/entity/Q3282997	uri	https://en.wikipedia.org/wiki/The_Tale_of_the_Unknown_Island	http://www.w3.org/2001/XMLSchema#integer	literal	5			http://www.w3.org/2001/XMLSchema#dateTime	literal	1997-01-01T00:00:00Z	en	literal	The Tale of the Unknown Island	en	literal	José Saramago	en	literal	Portuguese
1234	24	uri	http://www.wikidata.org/entity/Q3285207	uri	https://en.wikipedia.org/wiki/Memories_of_My_Youth	http://www.w3.org/2001/XMLSchema#integer	literal	7			http://www.w3.org/2001/XMLSchema#dateTime	literal	2007-01-01T00:00:00Z	en	literal	Memories of My Youth	en	literal	José Saramago	en	literal	Portuguese
1235	25	uri	http://www.wikidata.org/entity/Q3285227	uri	https://en.wikipedia.org/wiki/Manual_of_Painting_and_Calligraphy	http://www.w3.org/2001/XMLSchema#integer	literal	4			http://www.w3.org/2001/XMLSchema#dateTime	literal	1977-01-01T00:00:00Z	en	literal	Manual of Painting and Calligraphy	en	literal	José Saramago	en	literal	Portuguese
1236	26	uri	http://www.wikidata.org/entity/Q6296457	uri	https://en.wikipedia.org/wiki/Journey_to_Portugal	http://www.w3.org/2001/XMLSchema#integer	literal	4			http://www.w3.org/2001/XMLSchema#dateTime	literal	1981-01-01T00:00:00Z	en	literal	Journey to Portugal	en	literal	José Saramago	en	literal	Portuguese
1237	27	uri	http://www.wikidata.org/entity/Q6484172	uri	https://en.wikipedia.org/wiki/Land_of_Sin	http://www.w3.org/2001/XMLSchema#integer	literal	2			http://www.w3.org/2001/XMLSchema#dateTime	literal	1947-01-01T00:00:00Z	en	literal	Land of Sin	en	literal	José Saramago	en	literal	Portuguese
1238	28	uri	http://www.wikidata.org/entity/Q7098283	uri	https://en.wikipedia.org/wiki/Opinions_That_DL_Had	http://www.w3.org/2001/XMLSchema#integer	literal	2			http://www.w3.org/2001/XMLSchema#dateTime	literal	1974-01-01T00:00:00Z	en	literal	Opinions that DL had	en	literal	José Saramago			
1239	29	uri	http://www.wikidata.org/entity/Q7269483	uri	https://en.wikipedia.org/wiki/Quasi_Object	http://www.w3.org/2001/XMLSchema#integer	literal	2			http://www.w3.org/2001/XMLSchema#dateTime	literal	1978-01-01T00:00:00Z	en	literal	Quasi Object	en	literal	José Saramago			
1240	30	uri	http://www.wikidata.org/entity/Q7469370	uri	https://en.wikipedia.org/wiki/This_World_and_the_Other	http://www.w3.org/2001/XMLSchema#integer	literal	3			http://www.w3.org/2001/XMLSchema#dateTime	literal	1971-01-01T00:00:00Z	en	literal	Deste Mundo e do Outro	en	literal	José Saramago			
1241	31	uri	http://www.wikidata.org/entity/Q7469424	uri	https://en.wikipedia.org/wiki/The_Traveller%27s_Baggage	http://www.w3.org/2001/XMLSchema#integer	literal	2			http://www.w3.org/2001/XMLSchema#dateTime	literal	1973-01-01T00:00:00Z	en	literal	A Bagagem do Viajante	en	literal	José Saramago	en	literal	Portuguese
1242	32	uri	http://www.wikidata.org/entity/Q7469479	uri	https://en.wikipedia.org/wiki/The_Notes	http://www.w3.org/2001/XMLSchema#integer	literal	3			http://www.w3.org/2001/XMLSchema#dateTime	literal	1976-01-01T00:00:00Z	en	literal	Os Apontamentos	en	literal	José Saramago			
1243	0	uri	http://www.wikidata.org/entity/Q320933	uri	https://en.wikipedia.org/wiki/The_Meeting_at_Telgte	http://www.w3.org/2001/XMLSchema#integer	literal	4			http://www.w3.org/2001/XMLSchema#dateTime	literal	1979-01-01T00:00:00Z	en	literal	The Meeting at Telgte	en	literal	Günter Grass	en	literal	German
1244	1	uri	http://www.wikidata.org/entity/Q499564	uri	https://en.wikipedia.org/wiki/Dog_Years_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	11	literal	4125346-2	http://www.w3.org/2001/XMLSchema#dateTime	literal	1963-01-01T00:00:00Z	en	literal	Dog Years	en	literal	Günter Grass	en	literal	German
1245	2	uri	http://www.wikidata.org/entity/Q765047	uri	https://en.wikipedia.org/wiki/The_Rat_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	5			http://www.w3.org/2001/XMLSchema#dateTime	literal	1985-01-01T00:00:00Z	en	literal	The Rat	en	literal	Günter Grass	en	literal	German
1246	3	uri	http://www.wikidata.org/entity/Q814761	uri	https://en.wikipedia.org/wiki/Peeling_the_Onion	http://www.w3.org/2001/XMLSchema#integer	literal	8			http://www.w3.org/2001/XMLSchema#dateTime	literal	2006-01-01T00:00:00Z	en	literal	Peeling the Onion	en	literal	Günter Grass	en	literal	German
1247	4	uri	http://www.wikidata.org/entity/Q842750	uri	https://en.wikipedia.org/wiki/The_Flounder	http://www.w3.org/2001/XMLSchema#integer	literal	8	literal	4194282-6	http://www.w3.org/2001/XMLSchema#dateTime	literal	1977-01-01T00:00:00Z	en	literal	The Flounder	en	literal	Günter Grass	en	literal	German
1248	5	uri	http://www.wikidata.org/entity/Q899334	uri	https://en.wikipedia.org/wiki/The_Tin_Drum	http://www.w3.org/2001/XMLSchema#integer	literal	34	literal	4099211-1	http://www.w3.org/2001/XMLSchema#dateTime	literal	1959-01-01T00:00:00Z	en	literal	The Tin Drum	en	literal	Günter Grass	en	literal	German
1249	6	uri	http://www.wikidata.org/entity/Q989760	uri	https://en.wikipedia.org/wiki/Danzig_Trilogy	http://www.w3.org/2001/XMLSchema#integer	literal	7	literal	4269747-5				en	literal	Danzig Trilogy	en	literal	Günter Grass			
1250	7	uri	http://www.wikidata.org/entity/Q1460598	uri	https://en.wikipedia.org/wiki/Crabwalk	http://www.w3.org/2001/XMLSchema#integer	literal	13			http://www.w3.org/2001/XMLSchema#dateTime	literal	2002-01-01T00:00:00Z	en	literal	Crabwalk	en	literal	Günter Grass	en	literal	German
1251	8	uri	http://www.wikidata.org/entity/Q1669964	uri	https://en.wikipedia.org/wiki/My_Century	http://www.w3.org/2001/XMLSchema#integer	literal	10	literal	7547970-9	http://www.w3.org/2001/XMLSchema#dateTime	literal	1999-01-01T00:00:00Z	en	literal	My Century	en	literal	Günter Grass	en	literal	German
1252	9	uri	http://www.wikidata.org/entity/Q1736859	uri	https://en.wikipedia.org/wiki/Cat_and_Mouse_(novella)	http://www.w3.org/2001/XMLSchema#integer	literal	11	literal	4125348-6	http://www.w3.org/2001/XMLSchema#dateTime	literal	1961-01-01T00:00:00Z	en	literal	Cat and Mouse	en	literal	Günter Grass	en	literal	German
1253	10	uri	http://www.wikidata.org/entity/Q1937794	uri	https://en.wikipedia.org/wiki/What_Must_Be_Said	http://www.w3.org/2001/XMLSchema#integer	literal	9	literal	1043073205				en	literal	What Must Be Said	en	literal	Günter Grass			
1254	11	uri	http://www.wikidata.org/entity/Q6663949	uri	https://en.wikipedia.org/wiki/Local_Anaesthetic_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	3	literal	4550170-1	http://www.w3.org/2001/XMLSchema#dateTime	literal	1969-01-01T00:00:00Z	en	literal	Local Anaesthetic	en	literal	Günter Grass			
1255	12	uri	http://www.wikidata.org/entity/Q7719566	uri	https://en.wikipedia.org/wiki/The_Box_(Grass_book)	http://www.w3.org/2001/XMLSchema#integer	literal	2			http://www.w3.org/2001/XMLSchema#dateTime	literal	2008-01-01T00:00:00Z	en	literal	The Box	en	literal	Günter Grass	en	literal	German
1256	13	uri	http://www.wikidata.org/entity/Q18325679	uri	https://en.wikipedia.org/wiki/The_Call_of_the_Toad	http://www.w3.org/2001/XMLSchema#integer	literal	3	literal	4697318-7	http://www.w3.org/2001/XMLSchema#dateTime	literal	1992-01-01T00:00:00Z	en	literal	The Call of the Toad	en	literal	Günter Grass	en	literal	German
1257	0	uri	http://www.wikidata.org/entity/Q390176	uri	https://en.wikipedia.org/wiki/One_Man%27s_Bible	http://www.w3.org/2001/XMLSchema#integer	literal	4			http://www.w3.org/2001/XMLSchema#dateTime	literal	1999-01-01T00:00:00Z	en	literal	One Man's Bible	en	literal	Gao Xingjian	en	literal	Mandarin Chinese
1258	1	uri	http://www.wikidata.org/entity/Q1760054	uri	https://en.wikipedia.org/wiki/Soul_Mountain	http://www.w3.org/2001/XMLSchema#integer	literal	13			http://www.w3.org/2001/XMLSchema#dateTime	literal	1990-01-01T00:00:00Z	en	literal	Soul Mountain	en	literal	Gao Xingjian	en	literal	Chinese
1259	2	uri	http://www.wikidata.org/entity/Q7755518	uri	https://en.wikipedia.org/wiki/The_Other_Shore	http://www.w3.org/2001/XMLSchema#integer	literal	1						en	literal	The Other Shore	en	literal	Gao Xingjian	en	literal	Chinese
1260	3	uri	http://www.wikidata.org/entity/Q24950736	uri	https://en.wikipedia.org/wiki/The_Bus_Stop	http://www.w3.org/2001/XMLSchema#integer	literal	1						en	literal	The Bus Stop	en	literal	Gao Xingjian			
1261	0	uri	http://www.wikidata.org/entity/Q482567	uri	https://en.wikipedia.org/wiki/A_Bend_in_the_River	http://www.w3.org/2001/XMLSchema#integer	literal	7			http://www.w3.org/2001/XMLSchema#dateTime	literal	1979-05-01T00:00:00Z	en	literal	A Bend in the River	en	literal	V. S. Naipaul	en	literal	English
1262	1	uri	http://www.wikidata.org/entity/Q1801920	uri	https://en.wikipedia.org/wiki/An_Area_of_Darkness	http://www.w3.org/2001/XMLSchema#integer	literal	5			http://www.w3.org/2001/XMLSchema#dateTime	literal	1964-01-01T00:00:00Z	en	literal	An Area of Darkness	en	literal	V. S. Naipaul			
1263	2	uri	http://www.wikidata.org/entity/Q3797477	uri	https://en.wikipedia.org/wiki/In_a_Free_State	http://www.w3.org/2001/XMLSchema#integer	literal	4			http://www.w3.org/2001/XMLSchema#dateTime	literal	1971-01-01T00:00:00Z	en	literal	In a Free State	en	literal	V. S. Naipaul	en	literal	English
1264	3	uri	http://www.wikidata.org/entity/Q4656794	uri	https://en.wikipedia.org/wiki/A_Flag_on_the_Island	http://www.w3.org/2001/XMLSchema#integer	literal	2			http://www.w3.org/2001/XMLSchema#dateTime	literal	1967-01-01T00:00:00Z	en	literal	A Flag on the Island	en	literal	V. S. Naipaul			
