	index	book.type	book.value	article.type	article.value	linkCount.datatype	linkCount.type	linkCount.value	gndId.type	gndId.value	publicationDate.datatype	publicationDate.type	publicationDate.value	bookLabel.xml:lang	bookLabel.type	bookLabel.value	authorLabel.xml:lang	authorLabel.type	authorLabel.value	languageLabel.xml:lang	languageLabel.type	languageLabel.value	last_section_surname	nach_bookLabel.value_Bestand_Göttingen	nach_bookLabel.value_Ort_Göttingen	nach_bookLabel.value_Medium_Göttingen	nach_bookLabel.value_URL_GUK	error_nach_title	nach_bookLabel.value_last_section_surname_Bestand_Göttingen	nach_bookLabel.value_last_section_surname_Ort_Göttingen	nach_bookLabel.value_last_section_surname_Medium_Göttingen	nach_bookLabel.value_last_section_surname_URL_GUK
707	25	uri	http://www.wikidata.org/entity/Q18574061	uri	https://en.wikipedia.org/wiki/The_Silent_Men	http://www.w3.org/2001/XMLSchema#integer	literal	2						en	literal	The Silent Men	en	literal	Albert Camus				Camus					1.0	0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Silent Men"" and PER Camus&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
708	26	uri	http://www.wikidata.org/entity/Q63128604	uri	https://en.wikipedia.org/wiki/Algerian_Chronicles	http://www.w3.org/2001/XMLSchema#integer	literal	2			http://www.w3.org/2001/XMLSchema#dateTime	literal	1958-01-01T00:00:00Z	en	literal	Algerian Chronicles	en	literal	Albert Camus	en	literal	French	Camus					1.0	0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Algerian Chronicles"" and PER Camus&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
709	27	uri	http://www.wikidata.org/entity/Q65070656	uri	https://en.wikipedia.org/wiki/American_Journals	http://www.w3.org/2001/XMLSchema#integer	literal	2			http://www.w3.org/2001/XMLSchema#dateTime	literal	1978-05-03T00:00:00Z	en	literal	American Journals	en	literal	Albert Camus	en	literal	French	Camus					1.0	0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""American Journals"" and PER Camus&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
710	0	uri	http://www.wikidata.org/entity/Q206870	uri	https://en.wikipedia.org/wiki/Doctor_Zhivago_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	49			http://www.w3.org/2001/XMLSchema#dateTime	literal	1957-01-01T00:00:00Z	en	literal	Doctor Zhivago	en	literal	Boris Pasternak	en	literal	Russian	Pasternak					1.0	1		Aan	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Doctor Zhivago"" and PER Pasternak&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
711	0	uri	http://www.wikidata.org/entity/Q16626161	uri	https://en.wikipedia.org/wiki/Amers	http://www.w3.org/2001/XMLSchema#integer	literal	3			http://www.w3.org/2001/XMLSchema#dateTime	literal	1957-01-01T00:00:00Z	en	literal	Amers	en	literal	Saint-John Perse	en	literal	French	Perse					1.0	4		Aau|Aar|Afu	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Amers"" and PER Perse&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
712	0	uri	http://www.wikidata.org/entity/Q1247865	uri	https://en.wikipedia.org/wiki/The_Bridge_on_the_Drina	http://www.w3.org/2001/XMLSchema#integer	literal	34	literal	4139694-7	http://www.w3.org/2001/XMLSchema#dateTime	literal	1945-01-01T00:00:00Z	en	literal	The Bridge on the Drina	en	literal	Ivo Andrić	en	literal	Serbo-Croatian	Andrić					1.0	0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Bridge on the Drina"" and PER Andrić&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
713	0	uri	http://www.wikidata.org/entity/Q215983	uri	https://en.wikipedia.org/wiki/The_Grapes_of_Wrath	http://www.w3.org/2001/XMLSchema#integer	literal	53	literal	4305432-8	http://www.w3.org/2001/XMLSchema#dateTime	literal	1939-04-14T00:00:00Z	en	literal	The Grapes of Wrath	en	literal	John Steinbeck	en	literal	English	Steinbeck					1.0	22	7/029|7/052|FMAG|LS1	Asu|Aau|Aauar0|Aauk	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Grapes of Wrath"" and PER Steinbeck&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
714	1	uri	http://www.wikidata.org/entity/Q246409	uri	https://en.wikipedia.org/wiki/To_a_God_Unknown	http://www.w3.org/2001/XMLSchema#integer	literal	11			http://www.w3.org/2001/XMLSchema#dateTime	literal	1933-01-01T00:00:00Z	en	literal	To a God Unknown	en	literal	John Steinbeck	en	literal	English	Steinbeck					1.0	3	7/029	Asu|Aar	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""To a God Unknown"" and PER Steinbeck&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
715	2	uri	http://www.wikidata.org/entity/Q257144	uri	https://en.wikipedia.org/wiki/The_Pastures_of_Heaven	http://www.w3.org/2001/XMLSchema#integer	literal	6			http://www.w3.org/2001/XMLSchema#dateTime	literal	1932-01-01T00:00:00Z	en	literal	The Pastures of Heaven	en	literal	John Steinbeck	en	literal	American English	Steinbeck					1.0	3	7/029	Aauaz0|Aar	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Pastures of Heaven"" and PER Steinbeck&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
716	3	uri	http://www.wikidata.org/entity/Q457977	uri	https://en.wikipedia.org/wiki/Of_Mice_and_Men	http://www.w3.org/2001/XMLSchema#integer	literal	47	literal	4316771-8	http://www.w3.org/2001/XMLSchema#dateTime	literal	1937-01-01T00:00:00Z	en	literal	Of Mice and Men	en	literal	John Steinbeck	en	literal	English	Steinbeck					1.0	10	7/052|7/029|FMAG|LS1	Aaukr|Aar|Asr|Aau|Aaukz0|Aauk|Aaxk	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Of Mice and Men"" and PER Steinbeck&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
717	4	uri	http://www.wikidata.org/entity/Q457977	uri	https://en.wikipedia.org/wiki/Of_Mice_and_Men	http://www.w3.org/2001/XMLSchema#integer	literal	47	literal	4316771-8	http://www.w3.org/2001/XMLSchema#dateTime	literal	1937-01-01T00:00:00Z	en	literal	Of Mice and Men	en	literal	John Steinbeck	en	literal	Southern American English	Steinbeck					1.0	10	7/052|7/029|FMAG|LS1	Aaukr|Aar|Asr|Aau|Aaukz0|Aauk|Aaxk	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Of Mice and Men"" and PER Steinbeck&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
718	5	uri	http://www.wikidata.org/entity/Q582472	uri	https://en.wikipedia.org/wiki/In_Dubious_Battle	http://www.w3.org/2001/XMLSchema#integer	literal	7			http://www.w3.org/2001/XMLSchema#dateTime	literal	1936-01-01T00:00:00Z	en	literal	In Dubious Battle	en	literal	John Steinbeck	en	literal	American English	Steinbeck					1.0	4	7/029|BBW-DID	Aau|Aar	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""In Dubious Battle"" and PER Steinbeck&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
719	6	uri	http://www.wikidata.org/entity/Q606720	uri	https://en.wikipedia.org/wiki/Tortilla_Flat	http://www.w3.org/2001/XMLSchema#integer	literal	19	literal	4619525-7	http://www.w3.org/2001/XMLSchema#dateTime	literal	1935-01-01T00:00:00Z	en	literal	Tortilla Flat	en	literal	John Steinbeck	en	literal	American English	Steinbeck					1.0	8	7/029|FMAG|BBW-DID	Aar|Asu|Asr|Aau|Aaxk	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Tortilla Flat"" and PER Steinbeck&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
720	7	uri	http://www.wikidata.org/entity/Q673452	uri	https://en.wikipedia.org/wiki/The_Long_Valley	http://www.w3.org/2001/XMLSchema#integer	literal	5			http://www.w3.org/2001/XMLSchema#dateTime	literal	1938-01-01T00:00:00Z	en	literal	The Long Valley	en	literal	John Steinbeck	en	literal	American English	Steinbeck					1.0	9	7/029|TGMAG	Asu|Aan|Aau|Aar	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Long Valley"" and PER Steinbeck&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
721	8	uri	http://www.wikidata.org/entity/Q821709	uri	https://en.wikipedia.org/wiki/Travels_with_Charley	http://www.w3.org/2001/XMLSchema#integer	literal	11			http://www.w3.org/2001/XMLSchema#dateTime	literal	1962-01-01T00:00:00Z	en	literal	Travels with Charley	en	literal	John Steinbeck	en	literal	American English	Steinbeck					1.0	6	7/029|BBW-DID	Asu|Aau|Aayk|Aauk	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Travels with Charley"" and PER Steinbeck&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
722	9	uri	http://www.wikidata.org/entity/Q849701	uri	https://en.wikipedia.org/wiki/East_of_Eden_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	39	literal	4134765-1	http://www.w3.org/2001/XMLSchema#dateTime	literal	1952-09-01T00:00:00Z	en	literal	East of Eden	en	literal	John Steinbeck	en	literal	American English	Steinbeck					1.0	7	7/052|7/029|BBW-DID	Asu|Aau|Aar	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""East of Eden"" and PER Steinbeck&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
723	10	uri	http://www.wikidata.org/entity/Q1115676	uri	https://en.wikipedia.org/wiki/The_Wayward_Bus	http://www.w3.org/2001/XMLSchema#integer	literal	5			http://www.w3.org/2001/XMLSchema#dateTime	literal	1947-01-01T00:00:00Z	en	literal	The Wayward Bus	en	literal	John Steinbeck	en	literal	American English	Steinbeck					1.0	4	7/029	Asu|Aaukr0|Aaxkr|Aar	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Wayward Bus"" and PER Steinbeck&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
724	11	uri	http://www.wikidata.org/entity/Q1195848	uri	https://en.wikipedia.org/wiki/The_Moon_Is_Down	http://www.w3.org/2001/XMLSchema#integer	literal	12	literal	4285828-8	http://www.w3.org/2001/XMLSchema#dateTime	literal	1942-01-01T00:00:00Z	en	literal	The Moon Is Down	en	literal	John Steinbeck	en	literal	American English	Steinbeck					1.0	7	7/029	Aar|Asu|Asr|Aau|Aaxk	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Moon Is Down"" and PER Steinbeck&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
725	12	uri	http://www.wikidata.org/entity/Q1215393	uri	https://en.wikipedia.org/wiki/The_Pearl_(novella)	http://www.w3.org/2001/XMLSchema#integer	literal	24	literal	4316773-1	http://www.w3.org/2001/XMLSchema#dateTime	literal	1947-01-01T00:00:00Z	en	literal	The Pearl	en	literal	John Steinbeck	en	literal	English	Steinbeck					1.0	12	7/029|FMAG|BBW-DID|TGMAG	Acu|Asu|Asr|Aau|Aauk|Afu	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Pearl"" and PER Steinbeck&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
726	13	uri	http://www.wikidata.org/entity/Q1216542	uri	https://en.wikipedia.org/wiki/Cannery_Row_(novel)	http://www.w3.org/2001/XMLSchema#integer	literal	13	literal	4524320-7	http://www.w3.org/2001/XMLSchema#dateTime	literal	1945-01-01T00:00:00Z	en	literal	Cannery Row	en	literal	John Steinbeck	en	literal	American English	Steinbeck					1.0	9	7/052|7/029|TGMAG	Aaxaz0|Aar|Asu|Asr|Aau|Aaxk	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Cannery Row"" and PER Steinbeck&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
727	14	uri	http://www.wikidata.org/entity/Q1416875	uri	https://en.wikipedia.org/wiki/Sweet_Thursday	http://www.w3.org/2001/XMLSchema#integer	literal	6			http://www.w3.org/2001/XMLSchema#dateTime	literal	1954-01-01T00:00:00Z	en	literal	Sweet Thursday	en	literal	John Steinbeck	en	literal	American English	Steinbeck					1.0	6	7/029|BBW-KJL	Aan|Aar|Asu|Aau|Aauaz0	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Sweet Thursday"" and PER Steinbeck&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
728	15	uri	http://www.wikidata.org/entity/Q2063426	uri	https://en.wikipedia.org/wiki/The_Winter_of_Our_Discontent	http://www.w3.org/2001/XMLSchema#integer	literal	6			http://www.w3.org/2001/XMLSchema#dateTime	literal	1961-01-01T00:00:00Z	en	literal	The Winter of Our Discontent	en	literal	John Steinbeck	en	literal	English	Steinbeck					1.0	4	7/029|FMAG	Asu|Aau|Aar	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Winter of Our Discontent"" and PER Steinbeck&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
729	16	uri	http://www.wikidata.org/entity/Q2378518	uri	https://en.wikipedia.org/wiki/The_Short_Reign_of_Pippin_IV	http://www.w3.org/2001/XMLSchema#integer	literal	4			http://www.w3.org/2001/XMLSchema#dateTime	literal	1957-01-01T00:00:00Z	en	literal	The Short Reign of Pippin IV	en	literal	John Steinbeck	en	literal	English	Steinbeck					1.0	4	7/029	Aan|Aau|Aaraz0	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Short Reign of Pippin IV"" and PER Steinbeck&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
730	17	uri	http://www.wikidata.org/entity/Q2646143	uri	https://en.wikipedia.org/wiki/The_Log_from_the_Sea_of_Cortez	http://www.w3.org/2001/XMLSchema#integer	literal	7						en	literal	The Log from the Sea of Cortez	en	literal	John Steinbeck	en	literal	English	Steinbeck					1.0	5	7/029	Asu|Aar|Aarkr	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Log from the Sea of Cortez"" and PER Steinbeck&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
731	18	uri	http://www.wikidata.org/entity/Q2897301	uri	https://en.wikipedia.org/wiki/The_Red_Pony	http://www.w3.org/2001/XMLSchema#integer	literal	8			http://www.w3.org/2001/XMLSchema#dateTime	literal	1937-01-01T00:00:00Z	en	literal	The Red Pony	en	literal	John Steinbeck	en	literal	American English	Steinbeck					1.0	6	7/029|BBW-DID	Aan|Aar|Asr|Aau|Aaxk	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Red Pony"" and PER Steinbeck&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
732	19	uri	http://www.wikidata.org/entity/Q3207868	uri	https://en.wikipedia.org/wiki/Cup_of_Gold	http://www.w3.org/2001/XMLSchema#integer	literal	6			http://www.w3.org/2001/XMLSchema#dateTime	literal	1929-01-01T00:00:00Z	en	literal	Cup of Gold	en	literal	John Steinbeck	en	literal	American English	Steinbeck					1.0	3	7/029|FMAG	Aaukr|Aau	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Cup of Gold"" and PER Steinbeck&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
733	20	uri	http://www.wikidata.org/entity/Q3352360	uri	https://en.wikipedia.org/wiki/Once_There_Was_a_War	http://www.w3.org/2001/XMLSchema#integer	literal	3			http://www.w3.org/2001/XMLSchema#dateTime	literal	1958-01-01T00:00:00Z	en	literal	Once There Was a War	en	literal	John Steinbeck	en	literal	English	Steinbeck					1.0	1	7/029	Aar	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Once There Was a War"" and PER Steinbeck&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
734	21	uri	http://www.wikidata.org/entity/Q4400753	uri	https://en.wikipedia.org/wiki/A_Russian_Journal	http://www.w3.org/2001/XMLSchema#integer	literal	4			http://www.w3.org/2001/XMLSchema#dateTime	literal	1948-01-01T00:00:00Z	en	literal	A Russian Journal	en	literal	John Steinbeck	en	literal	English	Steinbeck					1.0	1	7/029	Aau	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""A Russian Journal"" and PER Steinbeck&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
735	22	uri	http://www.wikidata.org/entity/Q4742809	uri	https://en.wikipedia.org/wiki/America_and_Americans	http://www.w3.org/2001/XMLSchema#integer	literal	1			http://www.w3.org/2001/XMLSchema#dateTime	literal	1966-01-01T00:00:00Z	en	literal	America and Americans	en	literal	John Steinbeck				Steinbeck					1.0	2	7/029|FMAG	Aau|Aaukf	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""America and Americans"" and PER Steinbeck&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
736	23	uri	http://www.wikidata.org/entity/Q4940793	uri	https://en.wikipedia.org/wiki/Bombs_Away:_The_Story_of_a_Bomber_Team	http://www.w3.org/2001/XMLSchema#integer	literal	1			http://www.w3.org/2001/XMLSchema#dateTime	literal	1942-01-01T00:00:00Z	en	literal	Bombs Away: The Story of a Bomber Team	en	literal	John Steinbeck	en	literal	English	Steinbeck					1.0	1	7/029	Aar	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Bombs Away: The Story of a Bomber Team"" and PER Steinbeck&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
737	24	uri	http://www.wikidata.org/entity/Q4999822	uri	https://en.wikipedia.org/wiki/Burning_Bright	http://www.w3.org/2001/XMLSchema#integer	literal	5			http://www.w3.org/2001/XMLSchema#dateTime	literal	1950-01-01T00:00:00Z	en	literal	Burning Bright	en	literal	John Steinbeck	en	literal	English	Steinbeck					1.0	3	7/029	Asu|Aar|Aauk	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Burning Bright"" and PER Steinbeck&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
738	25	uri	http://www.wikidata.org/entity/Q5459129	uri	https://en.wikipedia.org/wiki/Flight_(Steinbeck_story)	http://www.w3.org/2001/XMLSchema#integer	literal	1						en	literal	Flight	en	literal	John Steinbeck				Steinbeck					1.0	1		Aar	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Flight"" and PER Steinbeck&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
739	26	uri	http://www.wikidata.org/entity/Q6296070	uri	https://en.wikipedia.org/wiki/Journal_of_a_Novel	http://www.w3.org/2001/XMLSchema#integer	literal	1			http://www.w3.org/2001/XMLSchema#dateTime	literal	1969-01-01T00:00:00Z	en	literal	Journal of a Novel	en	literal	John Steinbeck	en	literal	English	Steinbeck					1.0	1		Aau	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Journal of a Novel"" and PER Steinbeck&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
740	27	uri	http://www.wikidata.org/entity/Q7712325	uri	https://en.wikipedia.org/wiki/The_Acts_of_King_Arthur_and_His_Noble_Knights	http://www.w3.org/2001/XMLSchema#integer	literal	4			http://www.w3.org/2001/XMLSchema#dateTime	literal	1976-01-01T00:00:00Z	en	literal	The Acts of King Arthur and His Noble Knights	en	literal	John Steinbeck	en	literal	English	Steinbeck					1.0	2	7/052	Aan|Aau	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Acts of King Arthur and His Noble Knights"" and PER Steinbeck&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
741	28	uri	http://www.wikidata.org/entity/Q7722841	uri	https://en.wikipedia.org/wiki/The_Chrysanthemums	http://www.w3.org/2001/XMLSchema#integer	literal	1						en	literal	The Chrysanthemums	en	literal	John Steinbeck				Steinbeck					1.0	0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Chrysanthemums"" and PER Steinbeck&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
742	29	uri	http://www.wikidata.org/entity/Q16983114	uri	https://en.wikipedia.org/wiki/Of_Mice_and_Men_(play)	http://www.w3.org/2001/XMLSchema#integer	literal	2						en	literal	Of Mice and Men	en	literal	John Steinbeck				Steinbeck					1.0	10	7/052|7/029|FMAG|LS1	Aaukr|Aar|Asr|Aau|Aaukz0|Aauk|Aaxk	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Of Mice and Men"" and PER Steinbeck&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
743	30	uri	http://www.wikidata.org/entity/Q20050633	uri	https://en.wikipedia.org/wiki/The_Harvest_Gypsies	http://www.w3.org/2001/XMLSchema#integer	literal	2			http://www.w3.org/2001/XMLSchema#dateTime	literal	1936-10-01T00:00:00Z	en	literal	The Harvest Gypsies	en	literal	John Steinbeck				Steinbeck					1.0	3		Asu	"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Harvest Gypsies"" and PER Steinbeck&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
744	0	uri	http://www.wikidata.org/entity/Q5257025	uri	https://en.wikipedia.org/wiki/Denial_(poem)	http://www.w3.org/2001/XMLSchema#integer	literal	1			http://www.w3.org/2001/XMLSchema#dateTime	literal	1931-01-01T00:00:00Z	en	literal	Denial	en	literal	Giorgos Seferis				Seferis					1.0	0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Denial"" and PER Seferis&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
745	0	uri	http://www.wikidata.org/entity/Q5967036	uri	https://en.wikipedia.org/wiki/The_Childhood_of_a_Leader_(Sartre)	http://www.w3.org/2001/XMLSchema#integer	literal	6			http://www.w3.org/2001/XMLSchema#dateTime	literal	1939-01-01T00:00:00Z	en	literal	The Childhood of a Leader	en	literal	Jean-Paul Sartre	en	literal	French	Sartre					1.0	0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Childhood of a Leader"" and PER Sartre&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
746	1	uri	http://www.wikidata.org/entity/Q7741454	uri	https://en.wikipedia.org/wiki/The_Imaginary_(Sartre)	http://www.w3.org/2001/XMLSchema#integer	literal	5			http://www.w3.org/2001/XMLSchema#dateTime	literal	1940-01-01T00:00:00Z	en	literal	The Imaginary	en	literal	Jean-Paul Sartre	en	literal	French	Sartre					1.0	0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Imaginary"" and PER Sartre&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
747	2	uri	http://www.wikidata.org/entity/Q7760226	uri	https://en.wikipedia.org/wiki/The_Reprieve	http://www.w3.org/2001/XMLSchema#integer	literal	3			http://www.w3.org/2001/XMLSchema#dateTime	literal	1945-01-01T00:00:00Z	en	literal	The Reprieve	en	literal	Jean-Paul Sartre	en	literal	French	Sartre					1.0	0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Reprieve"" and PER Sartre&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
748	3	uri	http://www.wikidata.org/entity/Q830094	uri	https://en.wikipedia.org/wiki/The_Chips_Are_Down_(screenplay)	http://www.w3.org/2001/XMLSchema#integer	literal	5			http://www.w3.org/2001/XMLSchema#dateTime	literal	1947-01-01T00:00:00Z	en	literal	The Chips Are Down	en	literal	Jean-Paul Sartre	en	literal	French	Sartre					1.0	0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""The Chips Are Down"" and PER Sartre&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
749	4	uri	http://www.wikidata.org/entity/Q957666	uri	https://en.wikipedia.org/wiki/Critique_of_Dialectical_Reason	http://www.w3.org/2001/XMLSchema#integer	literal	6			http://www.w3.org/2001/XMLSchema#dateTime	literal	1960-01-01T00:00:00Z	en	literal	Critique of Dialectical Reason	en	literal	Jean-Paul Sartre	en	literal	French	Sartre					1.0	0			"https://opac.sub.uni-goettingen.de/DB=1/SET=2/TTL=1/CMD?ACT=SRCHA&IKT=1016&SRT=YOP&TRM=TIT""Critique of Dialectical Reason"" and PER Sartre&MATCFILTER=N&MATCSET=N&NOSCAN=N&ADI_BIB="
